tweet_text,reaction_text,tweet_type,reaction_num
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"No, you're not. If you took 100 white men and 100 black men, statistics show only TWO white men would be criminals. (10 black)",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"Yes, there are MORE white people. But that is irrelevant to the point I'm making.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,Are there MORE white criminals? YES! There are WAY MORE WHITES. Are they more LIKELY to be criminals. NO. Not by a longshot.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,It's about PERCENTAGES (profiling is ALL about percentages),rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,You can twist percentages around to mean a lot of things.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"Blacks make up nearly 1 million of the 2.3 million prison pop. in the US. That's 6x more than whites. Statistically, it has",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,been predicted that 1/3 black men will spend time in prison during their lifetimes. (Most for non violent drug offenses.),rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,I am an advocate for short term sentences for non violent offenders and legalizing marijuana. I dislike profiling immensely.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"However, I understand why it is used.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"No, this is pretty cut and dry. It's not statistics from disputed studies of small populations. This is from census data.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,Every man and woman should be judged as an INDIVIDUAL. Every man and woman has the right to due process--regardless of race.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"This includes ALL black men...and yes, Darren Wilson too. Being a policeman is not an easy job and they're easy to demonize.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,How about we wait to demonize this one until the facts are in? If he's guilty--demonize away.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,Not for legalizing marijuana at all. sorry.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"Not demonizing. However, paid leave is hard to stomach.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,And there's a history of problems in Ferguson that go beyond one incident.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"I've never tried marijuana--but I know from personal (family) experience, that it doesn't ruin life quite like booze.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"Alters brain chemistry, mood altering, kills memory, brain cells..",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,Of course it's mood altering. That's the point. Brain cells are not killed. At worst it increases the speed at which the brain,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,deteriorates with age. The most respected studies show that THC does NOT kill brain cells with daily or even heavy use.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"It's actually healthier than cigarettes (which are physically addictive, THC is not), and it does less damage than booze.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,Psychiatric effects of cannabis |,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,Psychology Today: Marijuana addiction is real |,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"Marijuana, Brain Disorders and Schizophrenia |",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,All of the experts agree it causes the amotivational syndrome and decreases memory...,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,10 Reasons to stay away from weed. 8. Lower IQ. 10. Personality changes,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,American Medical Journal: Pros and cons in one post |,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,I'm in my thirties. How would it impair my development? I'm not suggesting kids use it regularly. Adults should have access.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,10. People are nicer on weed. Fact.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,It's ironic you'd cite one very biased source to show ALL EXPERTS AGREE (they don't).,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,It's as real as any mental addiction. It's not physically addictive.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"Nobody is arguing that marijuana doesn't have some negative effects. It's still better than booze, which is legal.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"Honestly, the negative effects are minimal and manageable if used with caution and care.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"Again, I disagree.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,Nope. Not a fact. Weed causes permanent personality changes and can cause irritably and aggressiveness.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,Sorry you need to tell this to someone who hasn't seen the opposite first hand.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"I've known plenty of potheads that function just fine and are active, intelligent people.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"THC is like anything else--if you abuse it, it's going to have negative effects. Same with booze, cigs, fatty foods, etc.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,thats like saying i know plenty of alcoholics that function just fine..,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,everyone knows that white men tend to get killed by white men and black men by black men. Not new.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,Great. This entire exchange started over my comment about using black-on-black crime as a subterfuge.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,what are you talking about?,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,you really aren't very good with deciphering our giving meaning to statistics,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,ask yourself why black on black crime might be a focus of media attention and white on white crime isn't.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,the answers are all there in the statistics. All you need to do is think about them.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"of interracial crime, blacks commit 85%. Many times more likely to commit homicide. Black on black violence is a problem...",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"disproportionately, black men commit violent crimes. It's a problem that needs a solution. Hence the media focus.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,read up,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,stop the lies...,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,the way to fix this is to stop stripping the wealth from black communities,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"disproportionately property values are devalued in black communities, disproportionately black incomes are predominately less",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,this is nonsense. this is why my children need protection from twisted thinking like yours.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"Regardless of the reasons, there are more black criminals. It's not exactly a lie. I mentioned economic factors.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,You wonder why property values are lower in black neighborhoods? See earlier statistics.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"You can blame the gov't, the economy, schools, whatever. In the end, you have to acknowledge that violence is a PROBLEM in...",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,black communities. Nobody is going to ride in and save them. They need to save themselves. The best way is to change the...,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,"cultural values in these communities, reduce drug use and gang influence, and encourage higher education.",rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,You didn't find this funny?,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,(The source I meant to post.),rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,You post one european-centric white supremacist website and EVERYBODY thinks you're a racist. JOKEZ,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,YOu watch way too many movies. Don't believe every music video you see.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,Sorry. Devaluation came before crime.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,Sorry. I know better than this. THe lies don't work with me.,rumours,221
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,This is the lie perpetuated by the right.,rumours,221
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","The info given today seems to line up with this witness account, even the alleged theft: FERGUSON MIKEBROWN",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",how did MICHAELBROWN get way across town on foot in 2mins the timeline don't add up smh,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",and his body wasn't place in an ambulance,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","still trying to reach you for Nat'l Cdn interview, can u pls DM or contact me: 1 416 205 6389 or kim.taylor-galway.ca TY",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",is the friend in the video in the photos the police have?,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","Doesnt show him robbing. Shows him in the store. Poss Cover-up. Cops had a week. Had hands in air, stopped. Still Murder",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",Seems like the two incidents are independent of each other and not connected as might be concluded.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","Profanity Warning MT The info given today seems to line up with this account, even the alleged theft:",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",We will see it does look like Him kinda,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","piecing together an excuse for executing a teenager, it's disgusting. All involved need investigating.",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","doesn't excuse his murder, though. I don't accept anything presented as a reason Mike Brown is dead.",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",Saw this a few days ago. Glad you tweeted it.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",Justice for Mike Brown: Ferguson Mike Brown,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","Yes it does. But regardless of whether a SHOPLIFTING CRIME occurred, murder is not the proper response by FERGUSONPD SHAME",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","He did a good job of refuting that possibility in his account, too. He explained very clearly how that wasn't even possible.",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",smear tactic,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","I agree, there are serial killers who are still alive and well sitting in jail, killing someone for theft makes no sense",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",it's no time stamp so the FERGUSON police had 5day to makeup watever &amp; get a black man to play that part in some store,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",Are you saying Johnson admits to the theft in the video? Because I watched it and didn't get that. Or am I misunderstanding?,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","funny how days later they ""found"" a black man wit almost the same outfit come on it's bullsh*t",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",We have seen this week that Police can't be trusted.  And the narrative is always that the dead Black kid had it coming.  Angry!,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",we will see man. I'm not jumping to any conclusion. I'll admit it does fit his description but you cold be right,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",that logo on his hat and shoes will tell all. And the store victim,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",*COULD,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",too many lies by FERGUSON police,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",Ferguson mikebrown all i got to say,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",that video which I seen a few days ago is  irrevlant. He wasn't there when the store was rob no. He was there when the cop,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",hym,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",this video proves nothing. We will see wants the store video and victim of store speaks,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","ur rite I need those ppl from the store to come forward, the photo of the cop who claims he got beat by MIKEBROWN,",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",MIKEBROWN finger print of the officer gun which is hard to take out a holder,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",he says if was not quik trip. And i hear ferguson market says he paid.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",ok...🙏 all the truth actually comes out.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",rellos 2 for 99cent. That's robbery? Even 6 packs don't run u 10.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",RT: rellos 2 for 99cent. That's robbery? Even 6 packs don't run u 10.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",once you push an employee it's strong-arm robbery.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","look at the times on the frames. 52 to 53. And somebody said ferguson said he paid, so was there another altercation?",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","shoplifting and assault. Strong arm would be pushing the employee to obtain the items, no?",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","value of the property not a factor. Robbery is a taking by use of force/fear. Still, didn't look like Mike on that tape",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",I agree. Doesn't match up...I'm just telling you why he's accused of robbery not shoplifting,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",Nope.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",precisely but robbery over shoplifting enhances the perception. And strong arm would be forcefully taking. He was on his way out,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",I'm almost positive if I push u on my way out it doesn't turn into strong arm robbery. U may want to look that up.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",news says suspect pushed employee when asked to pay for cigarillos.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",just incredible that we are still dealing with young black men dying at the hands of those who should protect.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",regardless even if MIKEBROWN DID something(as alleged) the price 4 any scuffle shouldn't be being MURDERED by FERGUSON cops,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",THANK YOU!!!,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",I just call them the way I see them.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",Justice for Mike Brown,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",Yea I'm really confused on that part of the video as well...,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",I remember watching this video on Monday.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","Yeah, I still don't hear that kid saying they stole them.",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",also lines up pretty well with the witness MSNBC spoke with last night.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",Dorian says the cashier didn't call police. Is there a tape of the 911 call?,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","Autopsy results will help corrobor refute. Dorian says he was hit by car door, shot in head at close range, shot after dead.",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",MIKEBROWN as suspect should've been made public MUCH earlier-Todays PD report=legal tactic as I said,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","This was the first eyewitness account I'd seen, and this man still hasn't been interviewed.",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",Please interpret that for us white people. Sub titles maybe.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",from what I understand from the video. He agrees with the police report. Sorry that is the best I can do.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",Thanks.,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","This is devastating.  But, he still didn't deserve to die.  FERGUSON MIKEBROWN JUSTICEFORMIKEBROWN",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown","*Adult language MT info given today seems to line up w/ this witness account, even alleged theft:  …",rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",it was him that shopped lift,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",still don't justifiable to shoot a man several times!!,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",Agree,rumours,66
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",horrible JUSTICEFORMIKEBROWN,rumours,66
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,Update: FERGUSON police release stills from convenience store footage showing robbery,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,Gentle giant.,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,is that Mike Brown? the guy in these pics looks a lot bigger than the pics of Mike Brown in prior still photos released?,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,oh well that just justifies everything doesn't it.  HANDSUPDONTSHOOT,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,That person does not look 18. It actually looks a lot like a looter with their face  covered that was photographed by,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,"check your facts and the pics from what he was wearing when he was gunned down, smh",rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,"Good folk of Ferguson, Support your Police Dept., Riot against the THUGS in your town.",rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,This proves what? RT Update: FERGUSON police release stills from convenience store footage showing robbery,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,"Gentle Giant, RIGHT. Go arrest that partner he had too.",rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,JUSTICE FOR THE POLICE DEPT. they were doing their job &amp; protecting your sorry butts.,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,Waiting to see an outpouring of sympathy for the owner of the store that was attacked.  Not holding my breath.,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,doesn't excuse murder,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,that dude is huge,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,are you really justifying the murder of an unarmed kid? o,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,red hat?,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,"He wasn't a kid, an Adult who was robbing a business.",rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,if the officer did his job he would be arrested not murdered. Still the point.,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,are you justifying the murder of an unarmed ADULT?,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,here goes the fukkry now look at his picture.o wait he is black robber black. Has it been confirmed. Or just blow smoke our bum,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,"YES, it was JUSTIFIED",rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,"umm wasn't Mike Brown wearing pants, and shoes?",rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,you are saying that's mike brown in the picture? It's not. Two events unconnected. What's your point?,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,you're one sick racist bitch,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,"You are a Peter Piper follower. Monkey see, monkey do.",rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,You're one sick stupid person.,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,what point are you making about the photo?,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,"If this is real, I feel one of those AWESHIT moments coming on both sides, the neighborhood and the police.",rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,this is mike brown stop lying and get your facts straight next time you insult another HUMANS life,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,He is large. In the store photos you have some prospective unlike the still photos.,rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,"Take a look at college football players, roughly same size and maturity (in terms of looking older).",rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,"my brother played, I'm familiar with their size",rumours,70
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,That maybe he did try &amp; take cops gun though window (something witnesses could not see). This goes toward CHARACTER. 😐,rumours,70
